,ax,ay,az,gx,gy,gz
160,-0.3663129,-8.827422,-4.93445,1.381679,-3.664122,-1.564886
161,0.06703765,-8.801085,-4.927267,1.381679,-3.664122,-3.389313
162,0.1197101,-8.681376,-4.96318,-0.07633588,-4.458015,-4.587786
163,-0.1699883,-8.525752,-5.212177,1.129771,-9.824428,-4.694656
164,-0.3256114,-8.53054,-4.96318,-4.59542,-14.66412,-9.633588
165,0.03830723,-8.619126,-5.193024,-4.030534,-13.72519,-8.030535
166,0.3663129,-8.616732,-5.137957,1.267176,-9.938931,-2.160305
167,0.1221043,-8.695741,-5.032612,0.4961832,-7.709924,-2.755725
168,0.1436521,-8.5473,-5.104438,-1.236641,-4.374046,-1.473282
169,0.2561796,-8.532935,-5.214571,-2.625954,0.9236641,-0.6870229
170,0.3016694,-8.513782,-5.078102,-4.061069,1.076336,1.175573
171,0.1532289,-8.599973,-5.087678,0.1526718,3.946565,4.396946
172,-0.01197101,-8.714894,-5.291186,-0.6793893,9.053435,3.206107
173,-0.272939,-8.494628,-5.226542,-2.030534,1.916031,-1.885496
174,0.007182605,-8.559271,-5.195418,-0.2213741,-0.3435115,-0.4580153
175,0.1101333,-8.662222,-5.106832,-1.778626,1.381679,1.442748
176,-0.1508347,-8.525752,-5.133168,-2.984733,0.4503817,0.351145
177,0.06703765,-8.525752,-5.12838,0.389313,3.068702,2.80916
178,0.1508347,-8.516175,-5.152322,0.09160305,1.603053,1.603053
179,0.03591302,-8.470686,-5.195418,-0.4885496,2.877863,0.09160305
180,0.06224924,-8.585608,-5.245696,-2.709924,2.0,-1.80916
181,0.1125275,-8.568848,-5.209783,-3.824427,3.480916,-1.274809
182,0.1867477,-8.528147,-5.298368,-1.618321,5.496183,1.076336
183,0.2513912,-8.441956,-5.178658,-1.473282,5.51145,1.900763
184,0.237026,-8.566454,-5.331887,-0.5267176,5.801527,1.70229
185,0.5961562,-8.480263,-5.288792,-0.5954198,7.526718,2.335878
186,0.3303998,-8.334216,-5.027823,-8.19084,11.22137,3.015267
187,0.344765,-8.532935,-5.166687,-1.458015,11.19847,5.251908
188,0.4285621,-8.564059,-5.212177,5.221374,9.358779,7.267176
189,0.4022259,-8.48984,-5.154716,1.816794,8.106871,7.167939
